-149.902061,61.19542,"KFC-Anchorage,AK","1021 Northern Lights Blvd, Anchorage,AK 99503, (907) 274-7174"
-149.84723,61.14245,"KFC-Anchorage,AK","1751 Abbot Road, Anchorage,AK 99507, (907) 344-6801"
-149.80791,61.21138,"KFC-Anchorage,AK","3922 San Jeronimo Street, Anchorage,AK 99508, (907) 333-7733"
-147.7103,64.85249,"KFC-Fairbanks,AK","1761 Palmer Wasilla Highway, Wasilla,AK 99654, (907) 376-8089"
-149.407442,61.578374,"KFC-Fairbanks,AK","3428 Airport Way, Fairbanks,AK 99709, (907) 452-5604"
-86.20572,34.27619,"KFC-Albertville,AL","7285 US Highway 431, Albertville,AL 35950, (256) 878-6869"
-85.94241,32.92154,"KFC-Alexander City,AL","955 Airport Drive, Alexander City,AL 35010, (256) 329-1611"
-85.82692,33.67044,"KFC-Anniston,AL","2000 Quintard Avenue, Anniston,AL 36201, (256) 235-2234"
-86.5028,34.32645,"KFC-Arab,AL","710 Brindlee Mountain Parkway, Arab,AL 35016, (256) 586-0334"
-86.96783,34.78948,"KFC-Athens,AL","205 US Highway 72, Athens,AL 35611, (256) 232-8033"
-87.49361,31.00958,"KFC-Atmore,AL","1225 South Main Street, Atmore,AL 36502, (251) 368-2884"
-86.07746,34.018245,"KFC-Attalla,AL","500 Cherry Street, Attalla,AL 35954, (256) 538-7378"
-85.44669,32.62451,"KFC-Auburn,AL","1580 Opelika Road, Auburn,AL 36830, (334) 821-7507"
-86.96167,33.40599,"KFC-Bessemer,AL","1818 Ninth Avenue, Bessemer,AL 35020, (205) 428-0360"
-86.806373,33.531818,"KFC-Birmingham,AL","1217 Carraway Boulevard, Birmingham,AL 35234, (205) 328-1304"
-86.68501,33.62967,"KFC-Birmingham,AL","1653 Center Point Road, Birmingham,AL 35215, (205) 854-2920"
-86.6382,33.60227,"KFC-Birmingham,AL","1674 Gadsden Highway, Birmingham,AL 35235, (205) 661-3381"
-86.88564,33.50955,"KFC-Birmingham,AL","1800 20th Street Ensley, Birmingham,AL 35218, (205) 787-3696"
-86.8835,33.49195,"KFC-Birmingham,AL","1928 Bessemer Road, Birmingham,AL 35208, (205) 787-5233"
-86.71432,33.53074,"KFC-Birmingham,AL","7909 Crestwood Boulevard, Birmingham,AL 35210, (205) 956-7177"
-86.8175,33.45987,"KFC-Birmingham,AL","828 Green Springs Highway, Birmingham,AL 35209, (205) 942-7651"
-86.152169,34.204428,"KFC-Boaz,AL","1254 US 431, Boaz,AL 35957, (256) 593-3331"
-85.714263,34.160402,"KFC-Centre,AL","1925 West Main Street, Centre,AL 35960, (256) 447-5353"
-86.361698,33.283697,"KFC-Childersburg,AL","104 Hwy 280 B, Childersburg,AL 35044, (256) 378-5121"
-86.59142,32.80401,"KFC-Clanton,AL","2035 Seventh Street South, Clanton,AL 35045, (205) 755-2638"
-86.8345,34.15802,"KFC-Cullman,AL","1620 Second Avenue Southwest, Cullman,AL 35055, (256) 734-6958"
-86.87121,34.20661,"KFC-Cullman,AL","5799 Alabama Highway 157, Cullman,AL 35058, (256) 734-7728"
-87.02448,34.58501,"KFC-Decatur,AL","2208 Beltline Road, Decatur,AL 35601, (256) 353-6980"
-87.83762,32.50356,"KFC-Demopolis,AL","105 Highway 80 East, Demopolis,AL 36732, (334) 289-5861"
-85.3879,31.25304,"KFC-Dothan,AL","109 NE Ross Clark Circle, Dothan,AL 36303, (334) 792-6474"
-85.37964,31.1929,"KFC-Dothan,AL","1801 SE Ross Clark Circle, Dothan,AL 36301, (334) 794-6669"
-85.45964,31.23665,"KFC/TB-Dothan,AL","4468-2 West Main Street, Dothan,AL 36305, (334) 677-9495"
-85.830981,31.31764,"KFC-Enterprise,AL","612 Boll Weevill Circle, Enterprise,AL 36330, (334) 490-0034"
-86.95294,31.44223,"KFC/TB-Evergreen,AL","840 Liberty Hill Drive, Evergreen,AL 36401, (251) 216-0868"
-86.91666,33.46747,"KFC-Fairfield,AL","7159 Aaron Aronov Drive, Fairfield,AL 35064, (205) 780-2002"
-87.6869,34.81884,"KFC-Florence,AL","1302 North Pine Street, Florence,AL 35630, (256) 766-6347"
-87.62913,34.83277,"KFC-Florence,AL","241 Cox Creek Parkway, Florence,AL 35630, (256) 767-7153"
-87.68346,30.38012,"KFC-Foley,AL","2460 South McKenzie Street, Foley,AL 36535, (251) 943-3100"
-86.89165,33.56004,"KFC-Forestdale,AL","1229 Forestdale Boulevard, Forestdale,AL 35214, (205) 798-2009"
-85.70094,34.46743,"KFC-Fort Payne,AL","308 Greenhill Boulevard NW, Fort Payne,AL 35967, (256) 997-9919"
-85.98387,34.00803,"KFC/TB-Gadsden,AL","579 E Meighan Boulevard, Gadsden,AL 35903, (256) 546-2600"
-86.81967,33.65224,"KFC-Gardendale,AL","531 Fieldstown Road, Gardendale,AL 35071, (205) 631-6520"
-86.62659,31.84743,"KFC-Greenville,AL","108 Greenville By-Pass, Greenville,AL 36037, (334) 382-6190"
-86.30482,34.34467,"KFC-Guntersville,AL","1501 South Gunter, Guntersville,AL 35976, (256) 582-2045"
-86.94733,34.45753,"KFC-Hartselle,AL","1301 Highway 31 North, Hartselle,AL 35640, (256) 773-4447"
-85.86673,33.98577,"KFC/TB-Hokes Bluff,AL","5692 Highway 278 East, Hokes Bluff,AL 35903, (256) 494-1344"
-87.011296,33.453796,"KFC-Hueytown,AL","3065 Allison Bonnett Memorial Drive, Hueytown,AL 35023, (205) 491-7041"
-86.62742,34.7359,"KFC-Huntsville,AL","1003 Jordan Lane, Huntsville,AL 35816, (256) 837-9770"
-86.53281,34.77314,"KFC-Huntsville,AL","1690 Highway 72 E, Huntsville,AL 35811, (256) 851-9786"
-86.59126,34.71289,"KFC-Huntsville,AL","2404 Memorial Parkway, Huntsville,AL 35801, (256) 534-8488"
-87.876456,31.556392,"KFC-Jackson,AL","4106 North College Ave, Jackson,AL 36545, (251) 262-2368"
-86.52218,33.56194,"KFC-Leeds,AL","1815 Ashville Road NE, Leeds,AL 35094, (205) 699-2900"
-86.121977,33.595415,"KFC/TB-Lincoln,AL","75835 Highway 77, Lincoln,AL 35096, (205) 763-2545"
-86.74432,34.7535,"KFC-Madison,AL","7874 Highway 72 West, Madison,AL 35758, (256) 830-1964"
-86.753808,34.676245,"KFC-Madison,AL","8966 Madison Boulevard, Madison,AL 35758, (256) 772-7010"
-87.137,33.24593,"KFC-McCalla,AL","21363 Highway 11 North, McCalla,AL 35111, (205) 477-7538"
-86.570891,34.870365,"KFC/TB-Meridianville,AL","12276 US Highway 231, Meridianville,AL 35759, (256) 829-1033"
-86.373859,32.517774,"KFC-Millbrook,AL","3226 Alabama Highway 14, Millbrook,AL 36054, (334) 290-0770"
-88.08422,30.71911,"KFC-Mobile,AL","2351 St Stephens, Mobile,AL 36617, (251) 456-6696"
-88.10806,30.69862,"KFC-Mobile,AL","2850 Springhill Ave, Mobile,AL 36607, (251) 476-0760"
-88.16069,30.72044,"KFC-Mobile,AL","5109 Moffat Rd, Mobile,AL 36618, (251) 343-9750"
-88.169277,30.587481,"KFC-Mobile,AL","5437 Highway 90 W, Mobile,AL 36619, (251) 661-0033"
-88.225244,30.673989,"KFC-Mobile,AL","775 Schillinger Road South, Mobile,AL 36695, (251) 639-1712"
-86.86031,33.10194,"KFC-Montevallo,AL","950 Main Street, Montevallo,AL 35115, (205) 665-1017"
-86.22252,32.34791,"KFC-Montgomery,AL","2528 Eastern Boulevard, Montgomery,AL 36117, (334) 277-0620"
-86.26868,32.36422,"KFC-Montgomery,AL","2687 Zelda Road, Montgomery,AL 36107, (334) 271-5773"
-86.17913,32.38222,"KFC-Montgomery,AL","6808 Atlanta Highway, Montgomery,AL 36117, (334) 396-7049"
-86.32703,32.32615,"KFC-Montgomery,AL","917 W South Boulevard, Montgomery,AL 36105, (334) 612-3345"
-87.27611,34.48763,"KFC-Moulton,AL","11884 Highway 157, Moulton,AL 35650, (256) 974-4700"
-87.62456,34.75921,"KFC-Muscle Shoals,AL","1910 Woodward Avenue, Muscle Shoals,AL 35661, (256) 381-0681"
-87.57681,33.23825,"KFC-Northport,AL","1901 32nd Street, Northport,AL 35476, (205) 339-5666"
-86.46713,33.95378,"KFC-Oneonta,AL","910 East Second Avenue, Oneonta,AL 35121, (205) 274-8796"
