-86.827425,33.21256,"Zaxby's-Alabaster,AL","9134 Hwy 119, Alabaster,AL 35007, (205) 663-5966"
-85.956585,32.920102,"Zaxby's-Alexander City,AL","4497 Hwy 280, Alexander City,AL 35010, (256) 234-2181"
-86.4970357,31.3159154,"Zaxby's-Andalusa,AL","1000 River Falls St, Andalusia,AL 36420, (334) 582-8484"
-85.823149,33.685964,"Zaxby's-Anniston,AL","3234 Mcclellan Blvd, Anniston,AL 36201, (256) 237-3132"
-86.971674,34.802866,"Zaxby's-Athens,AL","221 French Farms Blvd, Athens,AL 35611, (256) 233-0098"
-85.49925,32.5736,"Zaxby's-Auburn,AL","1659 S College Street, Auburn,AL 36830, (334) 501-9881"
-85.450072,32.626599,"Zaxby's-Auburn,AL","2075 East University Dr, Auburn,AL 36830, (334) 501-0852"
-86.994125,33.330876,"Zaxby's-Bessemer,AL","4815 Bell Hill Road, Bessemer,AL 35022, (205) 426-1866"
-86.999558,33.364316,"Zaxby's-Bessemer,AL","804 Academy Dr, Bessemer,AL 35022, (205) 426-2797"
-86.665362,33.409539,"Zaxby's-Birmingham,AL","110 Doug Baker Blvd, Birmingham,AL 35242, (205) 981-4536"
-86.819733,33.468043,"Zaxby's-Birmingham,AL","282 Palisades Blvd, Birmingham,AL 35209, (205) 423-0523"
-86.645832,33.597755,"Zaxby's-Birmingham,AL","3270 Morrow Rd, Birmingham,AL 35235, (205) 661-0673"
-86.708679,33.429133,"Zaxby's-Birmingham,AL","4629 Highway 280 South, Birmingham,AL 35242, (205) 995-1055"
-86.627178,33.643599,"Zaxby's-Birmingham,AL","5881 Trussville Crossings Blvd, Birmingham,AL 35235, (205) 655-2220"
-86.157947,34.217679,"Zaxby's-Boaz,AL","2221 Highway 431, Boaz,AL 35957, (256) 593-8220"
-86.746834,33.14674,"Zaxby's-Calera,AL","102 Limestone Parkway, Calera,AL 35040, (205) 668-9886"
-86.605853,32.816555,"Zaxby's-Clanton,AL","1490 7th St S, Clanton,AL 35045, (205) 755-6227"
-86.8707982,34.2066716,"Zaxby's-Cullman,AL","5751 Al Hwy 157, Cullman,AL 35058, (256) 841-6701"
-86.834812,34.151363,"Zaxby's-Cullman,AL","622 Olive Street Sw, Cullman,AL 35055, (256) 739-9400"
-87.912859,30.648479,"Zaxby's-Daphne,AL","29053 Hwy 98, Daphne,AL 36526, (251) 621-0400"
-87.879056,30.62336,"Zaxby's-Daphne,AL","29680 Urgent Care Drive, Daphne,AL 36526, (251) 626-0415"
-86.999932,34.557408,"Zaxby's-Decatur,AL","2830 Spring Ave, Decatur,AL 35603, (256) 353-4771"
-86.9823016,34.6018092,"Zaxby's-Decatur,AL","410 Grant St SE, Decatur,AL 35601, (256) 301-3185"
-85.401443,31.180577,"Zaxby's-Dothan,AL","3205 S Oates St, Dothan,AL 36301, (334) 446-6480"
-85.4360054,31.2594415,"Zaxby's-Dothan,AL","3801 Montgomery Hwy, Dothan,AL 36303, (334) 699-7000"
-85.450508,31.235063,"Zaxby's-Dothan,AL","3850 W  Main Street, Dothan,AL 36305, (334) 678-1302"
-85.83071,31.319122,"Zaxby's-Enterprise,AL","623 Boll Weevil Circle, Enterprise,AL 36330, (334) 475-4149"
-85.1672789,31.8427093,"Zaxby's-Eufaula,AL","3188 South Eufaula Ave, Eufaula,AL 36027, (334) 616-6220"
-86.9626249,31.4554178,"Zaxby's-Evergreen,AL","69 Liberty Hill Pl, Evergreen,AL 36401, (251) 578-1628"
-87.689308,34.843087,"Zaxby's-Florence,AL","2725 Cloverdale Rd, Florence,AL 35633, (256) 349-5268"
-87.636006,34.839931,"Zaxby's-Florence,AL","366 Cox Creek Pkwy, Florence,AL 35630, (256) 765-0054"
-87.68314,30.399211,"Zaxby's-Foley,AL","707 S Mckenzie Street, Foley,AL 36535, (251) 943-0400"
-85.7083,34.4266,"Zaxby's-Fort Payne,AL","1050 Glenn Blvd Sw [No Mail], Fort Payne,AL 35967, (256) 845-1116"
-86.802335,33.609681,"Zaxby's-Fultondale,AL","1725 Morris Ave, Fultondale,AL 35068, (205) 849-3800"
-86.005493,33.983401,"Zaxby's-Gadsden,AL","1510 Rainbow Drive, Gadsden,AL 35901, (256) 546-3323"
-86.825214,33.647927,"Zaxby's-Gardendale,AL","885 Odum Rd, Gardendale,AL 35071, (205) 631-0819"
-86.63931,31.845903,"Zaxby's-Greenville,AL","900 Fort Dale Rd, Greenville,AL 36037, (334) 382-1676"
-87.6878607,30.2706224,"Zaxby's-Gulf Shores,AL","1800 Gulf Shores Pkwy, Gulf Shores,AL 36542, (251) 948-0400"
-86.312,34.3485,"Zaxby's-Guntersville,AL","11456 Hwy 431 North, Guntersville,AL 35976, (256) 891-7728"
-86.943427,34.443639,"Zaxby's-Hartsell,AL","351 Hwy 31 NW, Hartselle,AL 35640, (256) 502-4006"
-86.5718633,34.9418805,"Zaxby's-Hazel Green,AL","14605 US 431, Hazel Green,AL 35750, (256) 828-7186"
-86.853304,33.281138,"Zaxby's-Helena,AL","30 Coalmont Rd, Helena,AL 35080, (205) 663-0011"
-86.740843,33.383188,"Zaxby's-Hoover,AL","2636 Valleydale Road, Hoover,AL 35244, (205) 437-9701"
-86.818952,33.372891,"Zaxby's-Hoover,AL","2735 John Hawkins Pkwy, Hoover,AL 35244, (205) 987-2022"
-86.968342,33.454213,"Zaxby's-Hueytown,AL","2880 Allison Bonnett Memorial Drive, Hueytown,AL 35023, (205) 744-9495"
-86.5759,34.7265,"Zaxby's-Huntsville,AL","1025 N Memorial Pkwy Ne, Huntsville,AL 35801, (256) 551-0122"
-86.567466,34.616628,"Zaxby's-Huntsville,AL","11608 S Memorial Pkwy, Huntsville,AL 35803, (256) 883-7373"
-86.4911456,34.8179389,"Zaxby's-Huntsville,AL","2181 Winchester Rd NE, Huntsville,FL 34654, (256) 858-9306"
-86.541629,34.675205,"Zaxby's-Huntsville,AL","2770 Carl T Jones Pkwy, Huntsville,AL 35802, (256) 882-1822"
-86.674882,34.743313,"Zaxby's-Huntsville,AL","6125 University Drive, Huntsville,AL 35806, (256) 971-2770"
-86.724199,33.524952,"Zaxby's-Irondale,AL","1548 Montclair Road, Irondale,AL 35210, (205) 951-9788"
-87.24156,33.79156,"Zaxby's-Jasper,AL","106 Carl Cannon Blvd, Jasper,AL 35501, (205) 295-5024"
-87.2053,33.885,"Zaxby's-Jasper,AL","1204 Us Hwy 78 East, Jasper,AL 35504, (205) 221-0880"
-86.752067,34.678636,"Zaxby's-Madison,AL","100 Ivory Place, Madison,AL 35758, (256) 461-0026"
-86.773268,34.747834,"Zaxby's-Madison,AL","8586 US Hwy 72 West, Madison,AL 35758, (256) 722-5565"
-86.3697,32.4903,"Zaxby's-Millbrook,AL","55 Kelley Blvd, Millbrook,AL 36054, (334) 285-6933"
-88.125552,30.703937,"Zaxby's-Mobile,AL","3444 Spring Hill Ave, Mobile,AL 36608, (251) 343-6438"
-88.166132,30.597239,"Zaxby's-Mobile,AL","4385 Range Line Rd, Mobile,AL 36619, (251) 660-6755"
-88.1924808,30.6401852,"Zaxby's-Mobile,AL","6500 Cottage Hill Rd, Mobile,AL 36695, (251) 660-7704"
-88.1943456,30.6798443,"Zaxby's-Mobile,AL","6551 Airport Blvd, Mobile,AL 36608, (251) 633-5612"
-88.225659,30.670891,"Zaxby's-Mobile,AL","950 Schillinger Rd, Mobile,AL 36695, (251) 607-7645"
-86.268787,32.364746,"Zaxby's-Montgomery,AL","2675 Zelda Road, Montgomery,AL 36106, (334) 293-9933"
-86.225342,32.340566,"Zaxby's-Montgomery,AL","2923 Eastern Blvd, Montgomery,AL 36116, (334) 420-3500"
-86.179527,32.336499,"Zaxby's-Montgomery,AL","3130 Taylor Rd, Montgomery,AL 36117, (334) 481-0406"
-86.2417652,32.3819064,"Zaxby's-Montgomery,AL","4030 Atlanta Hwy, Montgomery,AL 36109, (334) 273-0018"
-86.184313,32.382637,"Zaxby's-Montgomery,AL","6435 Atlanta Hwy, Montgomery,AL 36117, (334) 277-8066"
-86.5199418,33.5706756,"Zaxby's-Moody,AL","2125 Moody Parkway, Moody,AL 35004, (205) 640-0140"
-87.64537,34.744451,"Zaxby's-Muscle Shoals,AL","2017 East Avalon Avenue, Muscle Shoals,AL 35661, (256) 381-1717"
-87.554166,33.23603,"Zaxby's-Northport,AL","21 Mcfarland Boulevard, Northport,AL 35476, (205) 759-3214"
-87.609573,33.236211,"Zaxby's-Northport,AL","5420 Mcfarland Blvd, Northport,AL 35476, (205) 339-4716"
-86.4649956,33.9563124,"Zaxby's-Oneonta,AL","994 2nd Ave E, Oneonta,AL 35121, (205) 274-4044"
-87.5885,33.2301,"Zaxby's-Opelika,AL","2089 Frederick Road, Opelika,AL 36801, (334) 749-9733"
-85.790499,33.612275,"Zaxby's-Oxford,AL","91 Colonial Dr, Oxford,AL 36203, (256) 832-4771"
-85.6503461,31.442863,"Zaxby's-Ozark,AL","1622 Hwy 231, Ozark,AL 36360, (334) 443-0208"
-86.809587,33.27088,"Zaxby's-Pelham,AL","3437 Pelham Parkway, Pelham,AL 35124, (205) 663-4100"
-86.276029,33.608106,"Zaxby's-Pell City,AL","280 Vaughn Lane, Pell City,AL 35125, (205) 338-4822"
-85.044222,32.499236,"Zaxby's-Phenix City,AL","3722 South Railroad Street, Phenix City,AL 36870, (334) 448-2650"
-85.0911666,32.470129,"Zaxby's-Phenix City,AL","3908 Us Highway 80 W, Phenix City,AL 36870, (334) 384-0500"
-86.423531,32.460363,"Zaxby's-Prattville,AL","1750 E Main St, Prattville,AL 36066, (334) 358-8880"
-87.7084225,30.5329867,"Zaxby's-Robertsdale,AL","21141 State Hwy 59, Robertsdale,AL 36567, (251) 947-4140"
-88.109478,30.804467,"Zaxby's-Saraland,AL","57 Shell St, Saraland,AL 36571, (251) 408-9764  "
-86.009961,34.668526,"Zaxby's-Scottsboro,AL","24729 John T Reed Pkwy, Scottsboro,AL 35768, (256) 218-3135"
-87.031908,32.431233,"Zaxby's-Selma,AL","618 Highland Avenue, Selma,AL 36701, (334) 872-6531"
-86.4300234,33.7789766,"Zaxby's-Springville,AL","35 Springville Station, Springville,AL 35146, (205) 629-3182"
-86.284406,33.172117,"Zaxby's-Sylacauga,AL","41350 Us Highway 280, Sylacauga,AL 35150, (256) 249-3338"
-86.0898147,33.4367877,"Zaxby's-Talladega,AL","722 Battle St E, Talladega,AL 35160, (256) 268-7166"
-85.9461,31.8331,"Zaxby's-Troy,AL","101 Emma Dr, Troy,AL 36081, (334) 670-0470"
-87.549418,33.166239,"Zaxby's-Tuscaloosa,AL","4383 Courtney Drive, Tuscaloosa,AL 35405, (205) 345-7815"
-85.203364,32.817711,"Zaxby's-Valley,AL","507 Fob James Drive, Valley,AL 36854, (334) 756-5600"
-86.790291,33.428735,"Zaxby's-Vestavia Hills,AL","1304 Montgomery Highway, Vestavia Hills,AL 35216, (205) 978-2360"
-86.7302303,33.4620582,"Zaxby's-Vestavia Hills,AL","3201 Bearden Court, Vestavia Hills,AL 35243, (205) 968-1519"
-86.2133874,32.5108751,"Zaxby's-Wetumpka,AL","4790 Us Hwy 231, Wetumpka,AL 36123, (334) 567-1131"
-92.5326705,34.6066111,"Zaxby's-Benton,AR","20680 I-30 North, Benton,AR 72019, (501) 794-2220"
-94.197669,36.336089,"Zaxby's-Bentonville,AR","3510 Se J Street, Bentonville,AR 72712, (479) 254-9565"
-92.087179,35.857839,"Zaxby's-Blytheville,AR","3704 E Main St, Blytheville,AR 72315, (870) 762-1600"
-83.667753,41.66231,"Zaxby's-Bryant,AR","2207 North Reynolds Road, Bryant,AR 72022, (501) 847-3800"
-80.09818,37.286231,"Zaxby's-Cabot,AR","2215 West Main St, Cabot,AR 72023, (501) 941-2601"
-92.4939,35.071378,"Zaxby's-Conway,AR","3800 Dave Ward Dr, Conway,AR 72034, (501) 329-5000"
-95.254282,38.973174,"Zaxby's-Fayetteville,AR","1670 W 6Th Street, Fayetteville,AR 72701, (479) 575-9171"
-93.076202,34.452213,"Zaxby's-Hot Springs,AR","4400 Central Avenue, Hot Springs,AR 71913, (501) 525-4144"
-93.994297,32.148191,"Zaxby's-Jacksonville,AR","209 Marshall Road, Jacksonville,AR 72076, (501) 241-0546"
-90.669279,35.813522,"Zaxby's-Jonesboro,AR","2625 Stadium Blvd, Jonesboro,AR 72401, (870) 972-8220"
-92.39247,34.7427,"Zaxby's-Little Rock,AR","10601 Kanis Rd, Little Rock,AR 72211, (501) 313-5268"
-90.208952,35.210972,"Zaxby's-Marion,AR","306 Bancario Road, Marion,AR 72364, (870) 739-4888"
-92.404356,34.855037,"Zaxby's-Maumelle,AR","104 Carnahan Drive, Maumelle,AR 72113, (501) 851-9777"
-90.528657,36.05993,"Zaxby's-Paragould,AR","2907 W Kings Hwy, Paragould,AR 72450, (870) 236-7575"
-93.103884,35.278383,"Zaxby's-Russellville,AR","2605 E Main St, Russellville,AR 72802, (479) 219-5444"
-91.714202,35.240465,"Zaxby's-Searcy,AR","1303 E Beebe Capps Expy, Searcy,AR 72143, (501) 305-3918"
-92.190526,34.830442,"Zaxby's-Sherwood,AR","208 Brookswood Road, Sherwood,AR 72120, (501) 833-9777"
-94.514572,36.176551,"Zaxby's-Siloam Springs,AR","190 North Progress Avenue, Siloam Springs,AR 72761, (479) 238-1305"
-94.138723,36.181699,"Zaxby's-Springdale,AR","400 S Thompson St, Springdale,AR 72764, (479) 750-3740"
-94.356312,35.469591,"Zaxby's-Van Buren,AR","2221 Fayetteville Road, Van Buren,AR 72956, (479) 474-8020"
-82.5164679,29.8020867,"Zaxby's-Alachua,FL","16088 Nw Us Hwy 441, Alachua,FL 32615, (386) 462-2222"
-81.491816,28.672601,"Zaxby's-Apopka,FL","928 Semoran Blvd, Apopka,FL 32703, (407) 583-4528  "
-81.842756,27.899945,"Zaxby's-Bartow,FL","590 North Broadway Avenue, Bartow,FL 33830, (863) 533-3600"
-82.0705868,29.0692113,"Zaxby's-Belleview,FL","10560 Se Hwy 441, Belleview,FL 34420, (352) 307-8633"
-82.575682,27.452673,"Zaxby's-Bradenton,FL","5020 14th St W, Bradenton,FL 34201, 941) 254-4257"
-82.48503,27.44593,"Zaxby's-Bradenton,FL","6591 E SR 70, Bradenton,FL 34203, (941) 242-9947"
-82.232688,28.523614,"Zaxby's-Brooksville,FL","31015 Cortez Blvd, Brooksville,FL 34602, (352) 345-4458  "
-82.39947,28.547153,"Zaxby's-Brooksville,FL","837 S Broad St, Brooksville,FL 34601, (352) 777-4633"
-81.791608,30.589036,"Zaxby's-Callahan,FL","450027 SR 200, Callahan,FL 32011, (904) 320-5931"
-85.591292,30.1499971,"Zaxby's-Callaway,FL","217 N Tyndall Pkwy, Callaway,FL 32404, (850) 640-0306"
-81.7164972,28.546895,"Zaxby's-Clermont,FL","2080 E Hwy 50, Clermont,FL 34711, (352) 557-8056"
-84.3658396,30.2088176,"Zaxby's-Crawfordville,FL","97 Preston Circle, Crawfordville,FL 32327, (850) 745-6273"
-86.568916,30.719194,"Zaxby's-Crestview,FL","4285 South Ferdon Blvd, Crestview,FL 32536, (850) 398-8695"
